Carimbo de data/hora;NOME, APELIDO, OU NÚMERO (PARA CONTROLE INTERNO);1-	QUAL A SUA IDADE?;2-	QUAL O SEU SEXO?;3-	QUAL A SUA CIDADE E ESTADO?;4-	QUAL A SUA ESCOLARIDADE?;5-	QUAL A SUA PROFISSÃO/OCUPAÇÃO?;6-	VOCÊ PENSA NA FOFOCA COMO UMA COISA: ;7-	QUANDO A FOFOCA É A SEU RESPEITO, VOCÊ ACHA ISSO:;8-	PARA VOCÊ, O QUE É A FOFOCA? (ESCREVA UMA DEFINIÇÃO) ;9-    É POSSÍVEL VIVER SEM FOFOCAR?;10-	VOCÊ FOFOCA: ;11- PARA VOCÊ O QUE É UM(A) FOFOQUEIRO(A)?;12-	VOCÊ SE ACHA FOFOQUEIRO(A)?;13-	VOCÊ ACHA QUE (MORALMENTE) SER FOFOQUEIRO É:;14 - QUEM VOCÊ ACHA QUE FOFOCA MAIS?;15 - EM QUAL IDADE SE FOFOCA MAIS ? (marque no máximo 2);16-	VOCÊ CONHECE PESSOALMENTE UMA PESSOA FOFOQUEIRA?;17- VOCÊ ACHA QUE O QUE SE FALA NA FOFOCA É SEMPRE NEGATIVO?;18-	QUAIS TEMAS VOCÊ ACHA MAIS FREQUENTES NA FOFOCA? (MARQUE TODAS QUE SE APLICAM);19-	QUE TEMA(S) TE INTERESSA(M) MAIS EM UMA FOFOCA?;20- VOCÊ JÁ APRENDEU ALGO QUE PUDESSE USAR PARA A SUA VIDA NUMA FOFOCA? SE SIM, O QUÊ?;21-	VOCÊ CONHECE ALGUM CASO INTERESSANTE DE FOFOCA? GOSTARIA DE CONTÁ-LO RESUMIDAMENTE? (não precisa dar nomes);22-	O QUE VOCÊ ACHA QUE NÃO É ASSUNTO DE FOFOCA?OU O QUE NÃO É FOFOCA?;23-	ONDE AS PESSOAS FOFOCAM MAIS (em que lugares ou situações)?;24- MARQUE AS OPÇÕES QUE VOCÊ ACHA RELACIONADAS À FOFOCA: (quantas quiser);25-	VOCÊ CONHECE ALGUMA FOFOCA QUE AJUDOU ALGUÉM?;26-	VOCÊ CONHECE ALGUMA FOFOCA QUE PREJUDICOU ALGUÉM? ;27-	VOCÊ JÁ FOI PREJUDICADO(A) POR UMA FOFOCA NEGATIVA? ;28- VOCÊ JÁ PREJUDICOU ALGUÉM COM UMA FOFOCA NEGATIVA?;29- O QUE VOCÊ SENTE QUANDO FAZ (CONTA) UMA FOFOCA?;30- O QUE VOCÊ SENTE QUANDO OUVE UMA FOFOCA?;31-	O QUE VOCÊ FAZ OU SENTE QUANDO CHEGA ATÉ VOCÊ FOFOCA SOBRE UMA PESSOA QUE É SUA AMIGA OU PARENTE QUERIDO?;32- VOCÊ ACHA QUE TAMBÉM SE PODE FOFOCAR POR ESCRITO OU PELA INTERNET? SE SIM, COMO ACHA QUE MAIS SE FOFOCA HOJE EM DIA (PELA FALA PRESENCIAL OU PELA INTERNET)?;33-	 CONHECE ALGUM TERMO DIFERENTE, CURIOSO OU REGIONAL PARA DIZER “FOFOCA” OU “FOFOQUEIRO” QUE NÃO TENHA SIDO MENCIONADO AQUI? SE SIM, QUAL (QUAIS)?
11/11/2019 7:41:24;Simone;50;FEMININO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;PROFESSOR;RUIM/NEGATIVA;RUIM;Maledicência ;SIM;NADA;Uma pessoa que sente prazer em desqualificar outra pessoa ou fato;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;SIM;ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, MENTIRAS;Quando a fofoca chega,independente do tema, eu corto;Não ;Não conheço ;Todos;Família, igreja e trabalho ;MENTIRA, BOATO, INVEJA, CONSPIRAÇÃO, MALÍCIA, FAKE NEWS, FUXICO;NÃO;SIM;SIM;NÃO;Quando a fofoca chega eu não repasso;Desconforto;Eu desqualifico e procuro a fonte;SIM, INTERNET;
11/11/2019 8:11:56;Márcia;46;FEMININO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;Aux administrativo;RUIM/NEGATIVA;RUIM;Penso que cada um tem que cuidar da sua própria vida.;NÃO SEI;POUCO;Uma pessoa infeliz pq quando estamos ou somos felizes a vida dos outros não tem menor importância.;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS;Nenhum;Sim. Aprendi que não é para QQ pessoa que se diz ser amigo (a) que devemos desabafar.;Não;Acho que falar da vida alheia já é fofoca;Xiiii acho que em QQ lugar;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, TRAIÇÃO, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, FUXICO, MANIPULAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Procuro não comentar ou falar. Digo fujo de situações assim. Penso imediatamente nos três macaquinhos. Não vejo, não escuto, não falo. Procuro trazer isso pra minha vida. Confesso que nem sempre é fácil mas me policio bastante.;Negatividade;Procuro não dar opinião. Muitas das vezes temos que olhar para o nosso próprio rabo antes de falar do rabo dos outros.;SIM, FALA PRESENCIAL, INTERNET;Não
11/11/2019 10:08:07;Manoela Catarina ;19;FEMININO;NITERÓI - RJ;ENSINO MÉDIO;Caixa ;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Comentários sobre a vida de alguém ;SIM;MEDIANAMENTE;Alguém que passa a fofoca ;NÃO;RUIM;MULHERES;ADULTOS;SIM, MUITAS;NÃO;NOTÍCIAS VARIADAS;Novidades ;Sim;;;;;;;;;;;;;
11/11/2019 11:21:28;Tha;19;FEMININO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;passar adiante um acontecimento alheio;NÃO;POUCO;alguém que sempre está atualizando os outros com informações sobre a sociedade;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, NOTÍCIAS VARIADAS, relacionamentos (dos envolvidos e alheios);relacionamentos, mudanças significativas na vida das pessoas;sim. dicas de administração (ex: fulane vai casar e tá organizando tal coisa de tal forma);não;dizer algo que todos já sabem, mentir para prejudicar alguém;com amigos, pessoalmente ou na internet (whatsapp);MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, INTIMIDADE, CURIOSIDADE, SUSSURRO, AMIZADE, TAGARELA, NOVIDADE, INFORMAÇÃO, CONVERSA, ZOAÇÃO, COXIXO;SIM;SIM;SIM;NÃO;"como são sempre fofocas ""boas"", me sinto feliz de compartilhar";animação ou decepção, depende da fofoca;se a fofoca for negativa, digo que aquilo não é legal. se for positiva, fofoco junto;SIM, FALA PRESENCIAL;não
11/11/2019 11:30:49;Rose Downey ;56;FEMININO;NOVA FRIBURGO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Empresaria , aposentada;RUIM/NEGATIVA;RUIM;Rumores que na maioria das vezes sao mentiras ;SIM;NADA;Pessoas que gostam de tomar conta da vida dos outros ;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;Procuro nao me envolver em qualquer tipo de fofoca ;Nao falar sua vida privada ;;A vida privada das pessoas ;Acho que em todos lugares infelismente ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, INIMIZADE, COMPETIÇÃO, CONTROLE, MALÍCIA, MALDADE, FUXICO, ZOAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Tento nao me envolver nesse tipo de situacao;Me afasto imediatamente ;Falo na mesma hora que nao quero conversar sobre esse assunto;FALA PRESENCIAL;Buxicho 
11/11/2019 14:22:37;Otto;24;MASCULINO;GUAPIMIRIM - RJ;ENSINO SUPERIOR;ESTUDANTE;RUIM/NEGATIVA;RUIM;Falar da vida alheia ;SIM;POUCO;Uma pessoa com poucas coisas interessantes com que se ocupar;NÃO;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;Nenhum;Não;Não ;Vida privada;Igreja/em casa;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, CURIOSIDADE, CENSURA, TAGARELA, NOVIDADE, DIVERSÃO, FUXICO, CONVERSA;NÃO;SIM;SIM;NÃO;Tédio;Reprovação;Raiva;SIM, FALA PRESENCIAL;Não
11/11/2019 14:42:34;65;54;FEMININO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;produtora;RUIM/NEGATIVA;RUIM;é todo comentário maldoso que se faz de uma pessoa para outra;SIM;POUCO;Uma pessoa que está sempre querendo saber da vida dos outros para espalhar noticias sobre a pessoa, do seu modo;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;;não;Não;;;MENTIRA, BOATO, INVEJA, VINGANÇA, SEGREDO, INTIMIDADE, TRAIÇÃO, COMPETIÇÃO, MALÍCIA, FUXICO;NÃO;SIM;NÃO;NÃO;arrependimento;arrependimento;Não gosto. fico chateada;SIM, INTERNET;
11/11/2019 15:03:53;Suzy;55;FEMININO;RIO DE JANEIRO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Editora;RUIM/NEGATIVA;RUIM;Ato de covardia;SIM;NADA;Covarde pois diz pelas costas o que não tem coragem de dizer pela frente;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Nenhum;Aprendi que fofoca destrói reputação;Não sou fofoqueira;Notícias do país e do mundo com a devida apuração dos fatos;Trabalho;MENTIRA, BOATO, VINGANÇA, TRAIÇÃO, CONSPIRAÇÃO, COMPETIÇÃO, MALÍCIA, MALDADE, FUXICO, MANIPULAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Não faço. Falo na cara;Não repasso. Entra por um lado e sai pelo outro;Defendo o alvo;SIM, INTERNET;Mexeriqueiro, Fifi, linguarudo, língua de trapo, traíra
11/12/2019 19:30:56;Gleice;27;FEMININO;SÃO GONÇALO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Comerciante ;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Uma situação que aconteceu na vida de alguém ;SIM;MEDIANAMENTE;Uma pessoa que conta coisas da vida dos outros ;NÃO;NORMAL;DEPENDE DA SITUAÇÃO;IDOSOS;SIM;NÃO;A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS;Relatos de quem eu não tenho contato;Sim. Experiência em negócios que deram certo e errado que pode fazer e evitar.;Nada de outro mundo só coisas normais ;Falar mal de alguém ;Na cozinha de casa ;BOATO, SEGREDO, CONFUSÃO, CURIOSIDADE, SUSSURRO, CUMPLICIDADE, AMIZADE, COMPETIÇÃO, BASTIDORES, NOVIDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, CONVERSA;SIM;SIM;SIM;NÃO;Depende de quem estou contando mas normalmente que estou passando alguma informação ;Depende da fofoca. Mas normalmente nada. Só acho curioso ou engraçado normalmente ;Se estiverem falando mal fico triste se estiverem falando bem fico normal. ;SIM, INTERNET;Babado e lingua solta 
11/12/2019 19:48:42;Ka;22;FEMININO;SÃO GONÇALO - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;RUIM;Algo que nao é sobre a sua vida que você conta à outra pessoa;NÃO;MEDIANAMENTE;Alguem sabe tudo de todos;NÃO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO;Vida dos outros;Nao;;Intimidade;;CURIOSIDADE, NOVIDADE, INFORMAÇÃO, CONVERSA, ZOAÇÃO;SIM;NÃO;NÃO;NÃO;Nada;Nada;Se for verdade, nada.;SIM;
11/12/2019 22:22:12;Ana;35;FEMININO;FORTALEZA - CE;ENSINO SUPERIOR;Do lar;RUIM/NEGATIVA;RUIM;Falta de empatia com o outro.e também falta do que fazer;SIM;POUCO;Alguém que sabe demais e não consegue ficar calado;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Nada;Não;Não;Nãosei;Nas calçadas;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, TRAIÇÃO, CURIOSIDADE, ESCONDIDO, MALDADE, FUXICO;NÃO;SIM;SIM;NÃO;Evito ao máximo;Super mal;Escuto e não comento;SIM, INTERNET;Fuxiqueiro,futriqueiro,metido
11/12/2019 23:06:04;180;27;FEMININO;SÃO GONÇALO - RJ;PÓS-GRADUAÇÃO - PROFISSIONAL;Servidor Público ;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Passar para outra pessoa uma informação que descreva ou opine sobre algo ou alguém ;NÃO;POUCO;Que faz muita fofoca ;NÃO;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS;Assuntos de pessoas da conhecidas;Nao;;Nao deveria ser: Julgamento dos outros;Internet, trabalho ;BOATO, SEGREDO, INTIMIDADE, CURIOSIDADE, NOVIDADE, INFORMAÇÃO, FAKE NEWS, CONVERSA;NÃO;SIM;NÃO;NÃO;Depende, em geral não muito bem;As vezes interessado, outras vezes não me sinto bem. Depende do contexto ;Corto o assunto ;SIM, FALA PRESENCIAL;
11/13/2019 1:14:18;Lola;21;FEMININO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;RUIM;Ato de compartilhar informações sobre outrem que assume uma espécie de cadeia de relações, ou seja, o emissor da fofoca passa a fofoca a diante e ela continua ecoando entre os próximos contadores da fofoca. Geralmente é tida como algo negativo sobre essa pessoa, visto que informações negativas tendem a despertarem maior interessante do que as positivas.;NÃO;MEDIANAMENTE;Uma pessoa que recebe informações sobre algo ou alguém que seja, possivelmente, de caráter sigiloso e conta para outra pessoa.;SIM;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, ADULTOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Intrigas: x pessoa se desentendeu com y pessoa, o que x pessoa está sentindo nesse momento;Se sim, não me lembro;Sim, conheço. Se trata de uma pessoa que quase sempre, em seu trabalho, negligencia de suas tarefas e dorme durante o expediente.;Acho que assuntos positivos, como elogios ou feitos benéficos / caridosos que as pessoas fazem podem até serem considerados fofocas, mas acabam sendo desinteressantes para a propagação da fofoca.;No salão de beleza, em uma roda de amigos após beber álcool (remoção de inibidores morais), em festas...;MENTIRA, BOATO, SEGREDO, INTIMIDADE, CURIOSIDADE, SUSSURRO, ESCONDIDO, TAGARELA, BASTIDORES, NOVIDADE, INFORMAÇÃO, FUXICO, CONVERSA, COXIXO;SIM;SIM;SIM;NÃO;Um misto de adrenalina e felicidade;Curiosidade;"Se for negativa, ouço calmamente demonstrando certa insatisfação (com feições ou até intervenções, não tão calmamente assim)

Se for positiva, ouço o que a pessoa tem a dizer e se concordar, adiciono alguma informação que corrobora o elogioSe for negativa, ouço calmamente demonstrando certa insatisfação (com feições ou até intervenções, não tão calmamente assim)

Se for positiva, ouço o que a pessoa tem a dizer e se concordar, adiciono alguma informação que corrobora o elogioSe for negativa, ouço calmamente demonstrando certa insatisfação (com feições ou até intervenções, não tão calmamente assim)

Se for positiva, ouço o que a pessoa tem a dizer e se concordar, adiciono alguma informação que corrobora o elogioSe for negativa, ouço calmamente demonstrando certa insatisfação (com feições ou até intervenções, não tão calmamente assim)

Se for positiva, ouço o que a pessoa tem a dizer e se concordar, adiciono alguma informação que corrobora o elogio";SIM, FALA PRESENCIAL;Acho há uma relação entre fofoqueiro e X9.
11/13/2019 1:26:20;torreão;19;MASCULINO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Contar coisas da pessoa A pra pessoa B;SIM;MEDIANAMENTE;A pessoa que não guarda segredo;;RUIM;DEPENDE DA SITUAÇÃO;ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS;coisas fúteis;não;;Coisas pessoais que não são legais de espalhar;almoço, reunioes;BOATO;SIM;SIM;SIM;SIM;empoderado de saber algo q o outro ainda não sabe;"uma sensação engraçada;";depende;FALA PRESENCIAL;falastrão
11/13/2019 1:28:37;Amanda;20;FEMININO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;RUIM;Falar sobre a vida das pessoas ;NÃO SEI;POUCO;Fala da vida alheia ;SIM;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES;SIM, MUITAS;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;Famosos;Não ;O da família poncio;Notícias sérias, como tragédias e etc;Internet, whatsapp;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, AFRONTA, TRAIÇÃO, CURIOSIDADE, SUSSURRO, INIMIZADE, ESCONDIDO, TAGARELA, MALÍCIA, INSINUAÇÃO, MALDADE, FAKE NEWS, MANIPULAÇÃO, ZOAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;Culpado ;Incomodado;Conto para a pessoa ;SIM, INTERNET;Não 
11/13/2019 1:36:21;Lucas;19;MASCULINO;SÃO GONÇALO - RJ;ENSINO SUPERIOR;ESTUDANTE;BOA;NEUTRO/DEPENDE DA SITUAÇÃO;Troca ou transmissão de informações, sejam relevantes ou não;SIM;MUITO;uma pessoa que gosta de estar por dentro de tudo;SIM, MUITO;NORMAL;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, NOTÍCIAS VARIADAS, BOATOS, MENTIRAS;todos os possíveis;sim, um método de conquista;Não que eu me lembre agora.;Qualquer coisa extremamente séria ou muito íntima. Fora isso, é liberado.;Na faculdade/escola, no trabalho e também no Whatsapp.;MENTIRA, BOATO, INVEJA, DISCRIÇÃO, IMPLICÂNCIA, VINGANÇA, SEGREDO, CONFUSÃO, IRONIA, AFRONTA, INTIMIDADE, COMPADRIO, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, CONTROLE, ESCONDIDO, CENSURA, TAGARELA, MALÍCIA, BASTIDORES, INSINUAÇÃO, NOVIDADE, MALDADE, DIVERSÃO, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, ZOAÇÃO, OCULTAÇÃO, PECADO, COXIXO;SIM;SIM;SIM;NÃO;Dependendo da fofoca, a consciência até pesa um pouco, mas só se for algo ruim. Fora isso, não sinto nada.;Nada;Prefiro não ouvir, mas se for inevitável, eu penso bem nos problemas que contar ou não contar podem causar.;SIM, INTERNET;balela, mexerico, bisbilhotice
11/13/2019 6:13:14;Zé;19;MASCULINO;RIO DE JANEIRO - RJ;ENSINO MÉDIO;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;"Qualquer boato ou fato que seja perpetuado ""pelas costas"" dos envolvidos. Geralmente esses boatos e fatos possuem como mudança a imagem dos envolvidos, sendo postos em xeque visões prévias dos mesmos.";SIM;MEDIANAMENTE;Alguém que sinta prazer fazendo fofoca;SIM;NORMAL;DEPENDE DA SITUAÇÃO;ADOLESCENTES, ADULTOS;SIM, MUITAS;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;caráter e sentimentos;não kkkk;em um lugar que trabalhei havia uma candidatura para um cargo. Começou um boato de que um dos candidatos havia sido influenciado;assuntos que não envolvem pessoas;Conflitos de interesses. competições. ambientes de convívio entre homens e mulheres. ambiente de trabalho ou em que as pessoas se sentem pressionadas a mostrar um bom desempenho.;MENTIRA, BOATO, INVEJA, SEGREDO, CONFUSÃO, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, COMPETIÇÃO, ESCONDIDO, MALÍCIA, INSINUAÇÃO, FUXICO, CONVERSA, ZOAÇÃO, PECADO;NÃO;SIM;SIM;SIM;arrependimento. Intrometimento.  Exposição do ponto de vista.;Curiosidade. ;Repulsa da mensagem. Desilusão.;SIM, FALA PRESENCIAL;babado
11/13/2019 6:16:10;João Antônio;19;MASCULINO;NITERÓI - RJ;ENSINO MÉDIO;ESTUDANTE;RUIM/NEGATIVA;NEUTRO/DEPENDE DA SITUAÇÃO;Fofoca é quando alguém conta a outro (s) coisas que não deveriam ser do seu interesse.;SIM;POUCO;Quem fala muito sobre a vida dos outros.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADULTOS;SIM;SIM;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS;;Nada, fofocas são sempre inúteis.;;;Em todos os lugares, infelizmente.;MENTIRA, BOATO, INVEJA, CONFUSÃO, SUSSURRO, TAGARELA, MALÍCIA, MALDADE, FAKE NEWS, FUXICO, MANIPULAÇÃO, COXIXO;NÃO;SIM;SIM;NÃO;;;Eu procuro ignorar.;FALA PRESENCIAL;
11/13/2019 9:00:46;Mariana;21;FEMININO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;RUIM/NEGATIVA;RUIM;Repassar alguma informação que não necessariamente é verdade sobre alguém sem que essa pessoa saiba;NÃO SEI;POUCO;Uma pessoa que fala com frequência sobre a vida alheia;NÃO;RUIM;MULHERES;ADULTOS, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, A VIDA DE SEUS PARENTES, A VIDA DAS PESSOAS PÚBLICAS, COMO ARTISTAS FAMOSOS E POLÍTICOS, JULGAMENTOS MORAIS SOBRE AS PESSOAS, BOATOS, MENTIRAS;A vida dos conhecidos;Não que eu me lembre;Não ;Acusações graves sem fundamento ;Na faculdade, no trabalho, em situações como um almoço em família ou com amigos ;MENTIRA, BOATO, INVEJA, IMPLICÂNCIA, SEGREDO, INTIMIDADE, TRAIÇÃO, CURIOSIDADE, SUSSURRO, INIMIZADE, COMPETIÇÃO, MALDADE, INFORMAÇÃO, FAKE NEWS, FUXICO, MANIPULAÇÃO, CONVERSA, COXIXO;NÃO;SIM;SIM;NÃO;As vezes culpa por não saber se era realmente verdade ;Dúvida sobre a veracidade da informação, às vezes fico chocada ;Se eu souber que é mentira, vou tentar desfazer a fofoca;FALA PRESENCIAL;Não 
11/13/2019 9:12:13;Enzo Antonello;21;MASCULINO;NITERÓI - RJ;ENSINO SUPERIOR;ESTUDANTE;NEUTRA/NORMAL;NEUTRO/DEPENDE DA SITUAÇÃO;Fofocar é comentar acerca da vida alheia.;NÃO;POUCO;Um fofoqueiro(a) é aquele que comenta exacerbadamente acerca da vida alheia.;NÃO;RUIM;ACHO QUE  TODOS FOFOCAM IGUAL;ADOLESCENTES, IDOSOS;SIM;NÃO;A VIDA DE SEUS CONHECIDOS E AMIGOS, ASSUNTOS DE TRABALHO, A VIDA DE SEUS PARENTES, JULGAMENTOS MORAIS SOBRE AS PESSOAS;O motivo pelo qual o alvo da fofoca realizou a ação a ser fofocada.;Sim. É frequente notar que determinados comportamentos sociais que você considera aceitáveis, não o são para outros indivíduos. Assim, através da fofoca, fui capaz de modelar meu comportamento de acordo com o grupo com que me relaciono.;;;Em momentos de descanso, como em uma pausa para o café, no intervalo de aulas ou durante as horas vagas, pelo whatsapp.;SEGREDO, IRONIA, CURIOSIDADE, CONSPIRAÇÃO, CUMPLICIDADE, AMIZADE, INIMIZADE, DIVERSÃO, INFORMAÇÃO, CONVERSA, ZOAÇÃO;SIM;SIM;NÃO;NÃO;Depende de muitas variáveis, podendo ser satisfação ou decepção (comigo mesmo);Depende muito da fofoca, mas normalmente é felicidade.;Se for algo bom, fico contente. Se não, fico triste ou com raiva.;SIM, INTERNET;
